path,label
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1356.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/River/River_1585.jpg,River
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1809.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Highway/Highway_349.jpg,Highway
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_559.jpg,Industrial
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2806.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_487.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Forest/Forest_670.jpg,Forest
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_179.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Forest/Forest_982.jpg,Forest
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2319.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1148.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_1741.jpg,Highway
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_927.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_593.jpg,Pasture
/content/drive/MyDrive/dataset/2750/River/River_2013.jpg,River
/content/drive/MyDrive/dataset/2750/Residential/Residential_324.jpg,Residential
/content/drive/MyDrive/dataset/2750/River/River_947.jpg,River
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_211.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1082.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1409.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Forest/Forest_28.jpg,Forest
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1644.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2674.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Forest/Forest_292.jpg,Forest
/content/drive/MyDrive/dataset/2750/Forest/Forest_1097.jpg,Forest
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_550.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2024.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2497.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_426.jpg,Pasture
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_2361.jpg,Industrial
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2197.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1032.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1616.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_2084.jpg,Industrial
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_278.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_151.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1582.jpg,Industrial
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_309.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_112.jpg,Pasture
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2380.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_311.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1676.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1306.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Forest/Forest_665.jpg,Forest
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_551.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/River/River_1826.jpg,River
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1861.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_514.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_2196.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Highway/Highway_817.jpg,Highway
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2671.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_668.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_164.jpg,Highway
/content/drive/MyDrive/dataset/2750/Highway/Highway_1930.jpg,Highway
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2567.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Forest/Forest_2708.jpg,Forest
/content/drive/MyDrive/dataset/2750/River/River_1687.jpg,River
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2725.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2666.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_915.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Forest/Forest_434.jpg,Forest
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2253.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_2328.jpg,Highway
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1252.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2474.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_178.jpg,Pasture
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1001.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1636.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/River/River_243.jpg,River
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_511.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_534.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2035.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1581.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_383.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Residential/Residential_2990.jpg,Residential
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1249.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Residential/Residential_2688.jpg,Residential
/content/drive/MyDrive/dataset/2750/Residential/Residential_2751.jpg,Residential
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1301.jpg,Industrial
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1179.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1801.jpg,Industrial
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1001.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2189.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Forest/Forest_164.jpg,Forest
/content/drive/MyDrive/dataset/2750/Forest/Forest_2656.jpg,Forest
/content/drive/MyDrive/dataset/2750/Residential/Residential_728.jpg,Residential
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_121.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_136.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Forest/Forest_512.jpg,Forest
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1782.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Highway/Highway_1004.jpg,Highway
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1248.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Residential/Residential_1419.jpg,Residential
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1781.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1500.jpg,Pasture
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_122.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1804.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1688.jpg,Pasture
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2252.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_1835.jpg,Highway
/content/drive/MyDrive/dataset/2750/River/River_1492.jpg,River
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_107.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/River/River_46.jpg,River
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_123.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_234.jpg,Pasture
/content/drive/MyDrive/dataset/2750/River/River_1164.jpg,River
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1668.jpg,Pasture
/content/drive/MyDrive/dataset/2750/River/River_1073.jpg,River
/content/drive/MyDrive/dataset/2750/River/River_1209.jpg,River
/content/drive/MyDrive/dataset/2750/Forest/Forest_522.jpg,Forest
/content/drive/MyDrive/dataset/2750/River/River_1406.jpg,River
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_644.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_654.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2060.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/River/River_1247.jpg,River
/content/drive/MyDrive/dataset/2750/Forest/Forest_1335.jpg,Forest
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1728.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_2040.jpg,Highway
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_568.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1223.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2397.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Highway/Highway_409.jpg,Highway
/content/drive/MyDrive/dataset/2750/Forest/Forest_1086.jpg,Forest
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2000.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_1327.jpg,Pasture
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_773.jpg,Industrial
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2756.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1102.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/River/River_2082.jpg,River
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_287.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2120.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_2010.jpg,Industrial
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2112.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/River/River_2100.jpg,River
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1709.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1397.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Forest/Forest_397.jpg,Forest
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1172.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Forest/Forest_2308.jpg,Forest
/content/drive/MyDrive/dataset/2750/River/River_1068.jpg,River
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_29.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Residential/Residential_2916.jpg,Residential
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_430.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Forest/Forest_2606.jpg,Forest
/content/drive/MyDrive/dataset/2750/Highway/Highway_1465.jpg,Highway
/content/drive/MyDrive/dataset/2750/Forest/Forest_2394.jpg,Forest
/content/drive/MyDrive/dataset/2750/Highway/Highway_818.jpg,Highway
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_237.jpg,Pasture
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_2011.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2165.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2254.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/River/River_286.jpg,River
/content/drive/MyDrive/dataset/2750/Pasture/Pasture_162.jpg,Pasture
/content/drive/MyDrive/dataset/2750/Forest/Forest_182.jpg,Forest
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1412.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_252.jpg,Industrial
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1933.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Residential/Residential_2112.jpg,Residential
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2011.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Residential/Residential_2166.jpg,Residential
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1963.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Highway/Highway_1955.jpg,Highway
/content/drive/MyDrive/dataset/2750/Forest/Forest_2040.jpg,Forest
/content/drive/MyDrive/dataset/2750/Forest/Forest_1305.jpg,Forest
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2445.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_137.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_15.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Residential/Residential_1409.jpg,Residential
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1753.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2476.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/Residential/Residential_2109.jpg,Residential
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_1029.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_367.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_1071.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2265.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_34.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Highway/Highway_1785.jpg,Highway
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2960.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_1367.jpg,Industrial
/content/drive/MyDrive/dataset/2750/Forest/Forest_1126.jpg,Forest
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_232.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/River/River_87.jpg,River
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1006.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_1507.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2452.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_975.jpg,Industrial
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_33.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/PermanentCrop/PermanentCrop_2440.jpg,PermanentCrop
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_314.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_2125.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Industrial/Industrial_412.jpg,Industrial
/content/drive/MyDrive/dataset/2750/AnnualCrop/AnnualCrop_91.jpg,AnnualCrop
/content/drive/MyDrive/dataset/2750/Highway/Highway_1734.jpg,Highway
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1316.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/SeaLake/SeaLake_1945.jpg,SeaLake
/content/drive/MyDrive/dataset/2750/Forest/Forest_2211.jpg,Forest
/content/drive/MyDrive/dataset/2750/HerbaceousVegetation/HerbaceousVegetation_2734.jpg,HerbaceousVegetation
/content/drive/MyDrive/dataset/2750/River/River_432.jpg,River
